sample_id,age,age2,sex,eth1,eth2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,feature_1,feature_2,y
s346,-0.0608939,0.00370807,0,0,0,0.71356,0.385691,-0.353395,-0.572529,0.373027,-1.46125,-0.699008,-0.359059,0.672313,-0.286853,-1.07105,1.4649,0
s347,-0.46762,0.218668,0,0,1,-0.989767,-0.513396,0.231076,-1.55263,1.59034,-0.461905,0.80763,-0.817006,-1.48725,0.955118,-0.692316,1.81427,0
s348,0.00624105,3.89507e-05,1,1,0,-0.975745,0.112573,-0.59816,0.336814,1.18166,0.65427,-1.26018,0.471276,1.25561,-0.220114,-0.945837,0.86347,0
s349,-0.338347,0.114479,0,0,0,-1.32748,-0.206146,-2.76201,-0.366673,-0.399529,0.962309,0.780421,0.0332998,-1.1253,0.054137,0.626194,0.136001,1
s350,0.153844,0.023668,0,0,1,1.3749,-0.587156,-0.111037,0.728086,2.25688,0.419702,-0.0342487,1.914,-0.108987,1.90589,0.106321,-1.73016,1
s351,-0.679911,0.462279,0,0,0,0.134967,-0.270409,-0.976846,0.563263,-0.509789,0.32645,-1.78621,-1.48828,-0.230563,-2.82423,0.276083,-0.966049,0
s352,0.61246,0.375108,1,0,0,0.266841,0.6089,-1.27086,-0.0810639,-1.33994,1.24837,-0.603752,1.6594,-1.4933,-1.386,0.470789,-0.268616,0
s353,-0.702203,0.49309,1,1,0,0.919132,1.00131,-0.109569,-0.0710272,-0.609263,0.437477,-1.98377,1.00102,-0.277988,1.35105,1.54398,0.322983,0
s354,-0.78391,0.614515,0,0,0,0.0598566,-0.895666,0.588015,-1.7335,-0.499039,1.65049,0.106451,0.322962,0.483719,-1.46193,0.0823043,1.50281,1
s355,1.87491,3.51529,0,1,0,-0.377235,0.823615,0.40436,-1.36538,-0.439019,-0.0771255,-1.00562,0.362538,-1.91748,0.390994,-0.659742,-1.77243,0
s356,0.47004,0.220938,0,0,1,-1.76851,0.0661023,-1.59763,-0.180064,1.56644,0.410687,-0.902666,1.09946,0.302717,1.85662,1.47806,-1.22534,1
s357,-0.0550747,0.00303322,0,0,1,-1.61383,-2.29532,-0.136626,-0.542997,-0.0322606,1.12655,-1.40602,0.113083,1.3036,-0.952354,-0.461793,-1.10358,0
s358,0.328398,0.107845,1,0,1,-0.688552,-1.53084,-1.40835,0.621687,-1.54971,-0.555334,-0.209165,-0.0487021,-1.35918,0.584513,1.6703,0.315406,1
s359,-1.34649,1.81305,0,1,0,0.0402613,0.416181,0.247054,1.06905,-1.08783,-1.13692,1.06604,-1.21712,1.7168,2.08477,-0.139868,-0.552056,1
s360,-0.463009,0.214377,1,1,0,-1.16376,-0.383078,-0.637892,0.00219176,0.552868,0.295263,1.30089,-0.609428,-0.665265,0.189969,0.782735,0.980254,0
s361,1.11738,1.24854,1,1,0,-1.3461,-0.962574,0.0176176,-0.785763,-0.722511,1.06258,0.173367,-0.539369,0.105446,0.360561,0.639122,0.393036,1
s362,-0.533848,0.284994,1,0,1,-0.33376,-2.13776,-0.877971,-1.28941,0.563367,-1.70917,0.848755,-2.26799,0.214029,-1.24255,0.373337,0.0412939,1
s363,-0.0212238,0.000450448,1,0,0,-0.527855,-1.05167,0.260449,0.603329,0.0720378,-1.44949,-2.42186,0.212795,-0.111624,-1.94104,-1.11711,0.861093,0
s364,-0.693805,0.481366,0,0,1,1.19868,0.811231,-0.345613,-0.215302,-0.585746,-1.03227,-1.04779,-0.561806,-1.38369,-0.394643,0.387015,-0.720702,0
s365,0.736736,0.542779,0,0,1,-0.0731162,1.01139,0.71797,1.34655,0.542344,1.51598,-0.0688198,-2.19298,0.254268,0.979448,0.569827,-1.44697,0
s366,0.951346,0.90506,1,0,0,-0.537775,0.718429,0.267961,1.27386,0.959283,1.40902,-1.02801,0.446381,-0.0624803,0.508879,0.70309,-0.201091,1
s367,0.347578,0.12081,0,0,1,0.429884,0.632361,0.71093,-1.46383,-0.296218,-0.272309,1.09367,0.206201,0.81516,-1.08426,2.39871,0.619901,1
s368,0.566011,0.320368,0,0,0,0.419154,0.574232,0.838062,-0.427209,-0.9523,-2.1416,-0.429509,0.317498,-1.45532,0.269374,-1.08882,0.76894,0
s369,2.95238,8.71653,1,0,0,-0.059924,-0.225376,-0.624661,0.274955,-0.714077,-1.7402,0.330379,0.157385,1.21481,-0.264931,0.0232253,-0.304751,0
s370,0.55167,0.30434,1,1,0,0.0824512,-0.348147,0.115491,-1.33801,0.47023,-0.256759,-0.988543,-0.269101,-2.49333,-1.10399,1.1268,-0.888374,0
s371,-1.19951,1.43882,0,0,0,0.624845,-0.744569,-0.128098,0.784047,0.461813,-0.26107,-0.459671,-0.649174,0.363255,1.57795,-1.51491,-0.39045,0
s372,-0.380947,0.145121,1,0,0,0.876745,0.354895,1.3659,-0.360436,0.0448092,0.344773,0.0648713,1.20318,-0.245374,-1.42858,-0.524741,0.779777,0
s373,0.2694,0.0725764,1,1,0,-0.767686,0.386318,0.822836,-1.22961,-0.65605,0.930411,-0.0662015,-0.433982,-1.66958,-1.75591,-1.16106,-1.08996,0
s374,-0.206713,0.0427301,1,0,1,0.533084,-1.75457,-0.253461,1.71145,1.8851,-1.08787,0.777518,-1.26074,0.197664,0.464555,-0.231699,0.699745,0
s375,2.67963,7.18041,1,1,0,-0.618371,1.13143,-0.393028,0.560834,-0.854093,-0.694568,0.499962,0.736893,-0.231119,0.836217,-1.11176,-1.27972,0
s376,0.692805,0.479979,0,0,1,1.3495,0.397315,-0.671968,0.569538,0.950586,0.756926,0.731674,-0.353486,-0.609599,-0.186685,-0.269319,0.956172,0
s377,0.38139,0.145458,1,0,0,-0.0308868,1.42285,-1.5702,0.810388,-1.75572,0.311716,1.20986,-0.669453,0.925378,0.860642,1.43901,0.239922,0
s378,-0.209178,0.0437552,0,1,0,-0.210718,-0.527603,0.983893,-2.36487,0.063023,0.762422,-2.49095,0.0627593,0.885808,-0.651129,-1.78876,-0.704426,0
s379,-0.103337,0.0106786,1,0,0,1.44313,0.0169428,-2.0139,1.52309,-0.376011,0.271449,-0.814455,1.47367,-0.311597,-1.56102,0.265314,-0.453251,0
s380,-0.294834,0.0869271,1,0,0,-1.26616,0.177664,0.330409,0.796384,1.22078,-0.137824,-0.817164,0.349095,1.41114,-0.168341,-1.71063,-1.63728,0
s381,1.48084,2.19288,1,0,0,0.291302,-0.577314,-1.87028,-1.40078,-0.985014,-0.117252,0.198251,-1.95712,-0.463571,2.38193,-1.77771,1.79882,0
s382,1.5745,2.47905,1,1,0,0.250287,-0.544473,-1.34205,-0.558405,0.257425,-0.387922,-0.209939,0.0796445,1.01131,-0.604412,-2.48721,1.39243,0
s383,-0.492061,0.242124,1,0,1,0.367298,-0.660256,-1.53162,0.868628,-2.60471,-1.18387,0.789339,1.84391,-0.305293,-1.07392,0.852324,-0.723665,0
s384,0.244274,0.0596699,0,0,0,0.279563,-0.17865,-0.740551,-0.692151,-0.190001,-1.73861,-2.69063,0.601496,-1.3128,-1.24514,1.06909,-0.420939,0
s385,1.21556,1.47758,1,0,0,0.0585957,-1.97038,0.129419,-1.33178,-0.357195,1.7839,-1.40718,-0.644448,0.147238,-1.0772,-0.757484,1.90616,1
s386,0.60063,0.360757,0,0,1,-0.653392,0.144059,1.79274,-0.866554,0.908382,0.154472,0.446133,-0.383977,-1.69332,0.383368,-1.49965,1.58936,0
s387,0.72786,0.52978,0,0,0,0.524315,-1.2038,-0.733889,-0.440125,0.320825,-1.2236,-1.01937,-0.805436,-1.07864,-2.71841,-0.0428267,-1.71563,1
s388,1.50774,2.27329,1,0,1,0.0127435,0.173646,0.14365,2.39689,-1.17695,0.184105,-1.95025,1.04946,1.17796,-0.275447,0.355493,0.731588,1
s389,0.12972,0.0168272,0,0,0,-0.692853,0.262464,-2.42355,0.518305,-0.948313,-0.727091,-0.494703,-0.246676,0.771829,1.60245,-1.70854,-1.07907,0
s390,1.10791,1.22747,1,0,1,0.950851,-0.460941,0.278518,-1.14905,-0.0607001,-0.635944,-1.09847,-0.564718,1.60569,0.961401,0.579325,-0.452591,1
s391,-0.00701389,4.91947e-05,1,0,0,-1.01427,0.742908,-0.411719,-0.494997,-0.0984472,-0.520028,-0.0611074,-0.374538,-0.803311,1.28341,1.03573,-0.684568,1
s392,-0.222696,0.0495935,1,0,1,-1.84159,0.774424,0.418627,0.787447,1.37054,1.37263,-0.30852,0.0187591,1.19637,-0.525469,-1.74853,-0.434428,0
s393,0.565006,0.319232,0,0,0,0.911141,0.0488074,-0.0273393,0.0470518,0.928708,-0.274382,0.849822,0.23302,-1.36561,-0.444983,0.171278,1.56699,1
s394,-0.150665,0.0227001,1,0,0,1.23571,-1.21658,0.00582257,0.343152,1.78633,1.10821,-0.842613,-0.305371,1.96456,-0.0813774,0.875378,0.653512,1
s395,0.380762,0.14498,1,1,0,-0.724145,-1.48736,0.547,-1.14837,-0.205804,-1.36788,-1.0791,0.793981,0.750537,1.2458,-0.828279,-0.131021,0
s396,-1.45525,2.11775,0,0,0,0.296053,-0.922359,1.04122,-0.89868,-0.674485,-1.77261,1.16859,0.46422,-1.01306,0.731219,0.216464,2.4027,0
s397,0.205845,0.0423721,0,1,0,-0.183242,-0.716136,1.4981,0.0541712,-1.89782,-0.0922364,-0.762248,1.93334,-0.461645,1.16732,1.60585,0.817576,0
s398,-0.915214,0.837617,1,0,1,3.25999,1.4091,-0.400776,0.714235,-1.71196,0.0867989,-0.0832107,-1.22661,-0.354011,-0.392066,0.68148,-0.19569,0
s399,1.41987,2.01603,1,0,0,0.86372,0.625539,-0.651251,1.62641,0.00128337,-1.49022,-1.10589,0.451259,-0.640655,-1.40135,0.33488,0.422365,0
s400,-0.397059,0.157656,0,0,1,-0.940774,0.545157,-0.0606211,-0.509369,1.5189,-1.55652,-0.400937,-0.0191896,0.0362738,-0.16373,-1.1799,0.0944239,0
s401,0.367993,0.135419,0,0,0,0.166201,0.379375,0.124204,-0.603662,1.43182,0.0793273,0.859351,-0.184769,1.20812,1.51869,-0.180872,-0.83314,1
s402,-1.31309,1.7242,0,1,0,0.537456,-0.620446,-0.533882,1.3436,1.33324,-0.29633,0.291792,-1.92377,0.506995,1.53159,0.349515,-1.23991,1
s403,1.22352,1.49699,1,0,1,-0.808818,0.307284,0.362789,1.06547,0.635648,-0.88458,-0.94788,0.704911,1.15027,-0.92145,0.0467076,-0.0416201,0
s404,-0.260846,0.0680406,1,1,0,0.731916,0.123151,0.342974,1.75614,0.279318,1.42055,0.355519,-0.349143,-2.15397,1.33752,0.293405,2.02539,1
s405,1.01396,1.02812,1,1,0,1.58154,0.0905648,-1.04804,1.32651,-0.999261,1.27002,0.440717,2.80712,-0.27986,-1.17263,-0.977107,0.604935,0
s406,0.622548,0.387565,0,0,1,0.809347,-1.30711,0.123062,2.47879,-1.45622,-0.601614,-0.482092,1.29056,-0.472977,0.933937,-0.362841,0.774323,0
s407,1.486,2.20818,1,0,1,0.017844,-0.768105,0.667259,0.244342,-1.0611,-0.574774,-0.103007,1.61597,0.417459,-0.194744,2.24005,1.92236,0
s408,-0.491991,0.242055,0,0,0,-0.182632,0.65098,-0.367775,-1.52995,-1.58698,-0.335508,0.306632,-1.7243,1.7308,0.197068,0.112553,-0.678345,1
s409,0.571345,0.326435,1,1,0,1.02228,-0.13201,-0.689541,-0.769093,-0.170673,0.648731,0.0896342,0.395475,-0.00954002,-0.0154708,2.52326,-0.540594,1
s410,1.21409,1.47403,1,0,0,0.143008,0.479541,1.48613,0.0791423,-0.131195,-1.45002,-0.458186,1.4832,-0.713506,1.10377,1.35397,1.31911,0
s411,0.328011,0.107591,1,0,1,1.52808,0.798621,-1.15909,0.839562,-1.1587,-0.592497,-0.545811,-1.03676,0.116372,-0.461019,2.16756,1.24618,1
s412,-1.45851,2.12724,1,0,0,-0.31819,-2.42793,0.661034,0.293453,0.185587,0.244481,-1.98022,-0.692636,-0.526557,-0.603411,-1.00593,0.00328241,0
s413,-0.651048,0.423863,0,0,1,-2.00382,-1.10619,-2.32219,-0.444652,-0.0293054,1.40878,-0.265064,0.215887,-0.258118,-0.24213,1.31025,-2.35995,0
s414,-1.51805,2.30447,0,0,1,-1.41072,-1.49197,-1.77558,0.43784,-0.254889,-1.35803,0.650866,0.742763,-0.742264,0.483914,0.466312,-0.400393,0
s415,1.03421,1.06958,0,0,1,-1.32761,-0.779525,-1.85317,1.4863,-1.124,0.324449,-0.962565,0.822088,-1.79698,-0.454678,-2.23485,1.21242,0
s416,0.159743,0.0255177,1,0,0,-1.3432,-0.071151,0.332467,-0.449265,0.799355,-0.857014,-0.251909,1.87772,-0.139837,1.42648,0.171217,1.61006,0
s417,0.601697,0.36204,1,0,0,-0.76622,-0.735759,0.959095,1.59713,-0.165456,-0.283282,0.89872,0.519109,1.0638,-0.189218,-1.53545,-0.848062,0
s418,-0.552505,0.305262,1,0,0,0.54037,-0.313763,-0.296701,0.413973,-0.279674,-0.19436,-0.907056,0.0873558,0.597922,1.63552,0.485856,-0.692349,1
s419,-0.737401,0.54376,1,0,1,-0.848503,-0.495163,-0.120941,0.943457,0.186783,0.191003,0.532417,2.79891,-1.05376,-0.642421,0.374276,-0.170475,0
s420,0.332898,0.110821,0,1,0,-0.381298,-0.132132,0.588084,1.53139,-1.43067,1.04648,0.904897,-0.399865,-1.1342,-0.455515,0.715614,-1.11403,1
s421,-0.161422,0.026057,1,0,0,-1.45181,0.697673,-1.05653,0.433303,0.818003,-1.49779,0.628203,-0.789102,-0.562093,-1.42339,0.178084,0.126931,0
s422,0.808621,0.653867,1,0,1,-0.351201,0.197107,-0.00054916,1.08413,0.19191,0.902168,1.26228,0.426689,-0.68709,0.0111006,0.0741567,0.581954,0
s423,-0.142165,0.0202108,1,1,0,1.75902,-0.426891,-0.671883,0.977248,-0.205822,-1.09204,-0.496902,-0.036831,1.71318,-1.72023,-0.176335,0.433843,0
s424,1.07522,1.15609,1,0,1,-0.313622,1.02583,1.16708,0.314484,1.63042,0.221612,-0.126111,0.0195836,-0.00601315,0.0203339,-1.2762,0.448509,0
s425,-0.278703,0.0776752,1,1,0,0.777336,0.051432,0.458071,-0.730676,-0.895598,-1.15143,0.145826,-0.108523,-1.33158,-1.12582,0.809979,-0.733585,0
s426,0.524067,0.274646,0,0,0,-0.84886,-1.02598,-0.0409529,-1.07172,-0.0643186,-0.885619,0.814531,-1.10845,-0.759412,-0.324719,2.19915,0.0249776,1
s427,-0.6397,0.409216,0,1,0,-0.619475,-1.5166,0.0483039,0.562045,-1.42308,0.272677,-0.380128,-1.05621,0.350934,-2.2487,-0.286496,-0.161386,0
s428,-0.822826,0.677042,0,0,1,-0.2581,0.713772,-0.523604,2.9164,-1.76452,0.214083,0.642976,1.91926,1.57273,0.486242,-0.350638,0.711561,0
s429,0.502888,0.252896,0,0,1,-0.114943,0.203679,0.882562,-1.33221,-0.667006,1.10483,0.222151,-0.613917,-0.508045,0.0213159,1.53247,0.11096,0
s430,0.391534,0.153299,0,0,0,0.981993,1.23877,1.22353,1.03914,1.7666,-1.01654,0.445557,0.178129,-0.275654,-0.708069,0.221177,-1.45079,0
s431,0.0203455,0.000413941,0,1,0,-0.696866,0.358641,0.228185,-0.287293,1.19119,-0.630143,-0.361511,-0.346924,-1.47272,0.209263,0.959708,-1.45232,1
s432,-0.882961,0.779621,0,0,1,-0.272416,0.679016,0.653833,-0.675821,1.33873,-1.38139,-2.08677,1.04176,0.760912,0.544864,0.533178,-2.27305,0
s433,-0.65559,0.429799,1,0,1,0.599928,0.0722886,0.704974,-1.53489,-0.841065,0.0841114,-0.39075,-1.01388,1.16033,0.731742,-0.494267,-1.2015,0
s434,-0.418096,0.174804,1,0,1,0.546042,-0.504865,-0.445107,0.247781,0.775249,0.889126,2.34616,-0.53998,-1.5869,-0.309204,-0.38254,-0.629739,1
s435,-0.940219,0.884012,1,0,1,-0.719142,0.0526432,0.287409,1.12585,0.110588,2.62051,0.0470838,-0.466379,0.331516,1.88329,-0.183774,-2.48963,1
s436,-0.319924,0.102352,1,0,0,-0.197502,-1.30399,0.319104,-1.65887,0.735738,1.42705,0.953767,-0.240318,0.880684,-0.37084,-0.431096,0.316259,0
s437,2.12787,4.52782,1,1,0,-0.48595,-0.587352,-0.412604,-0.179304,-0.276346,-0.45578,0.456039,0.294697,1.35574,2.04738,-0.0212511,-0.514203,0
s438,-2.19713,4.82737,0,1,0,0.315351,0.356657,1.09689,2.75929,-0.900179,-1.00297,-0.195637,1.14475,-0.635296,0.688085,0.37102,-1.09451,0
s439,0.278635,0.0776372,1,0,1,0.739891,0.657616,0.756456,0.407059,-0.0800662,-0.129918,1.92522,-0.198678,-1.65901,-0.603575,-0.55346,-1.38697,0
s440,1.29221,1.6698,0,1,0,0.680817,-1.25774,2.11574,1.25688,1.05155,-0.263406,-0.418552,1.38702,-1.71969,-1.17833,1.92168,-0.141721,0
s441,-1.39063,1.93384,0,0,1,-0.779226,-0.105194,0.901733,0.630236,1.02607,-0.338623,-0.0123573,1.83877,-1.74724,0.293043,-1.0501,0.179288,0
s442,0.700983,0.491377,0,0,1,1.07948,-0.883167,-0.71103,2.06886,-0.209529,-0.105795,-2.03937,-0.279791,-1.39632,2.50482,0.871239,0.561778,0
s443,0.757915,0.574436,0,0,0,0.00187379,-0.582514,-0.501257,0.894483,-0.951,-2.84277,-1.4097,0.48945,0.155256,-1.70544,1.8764,0.873007,0
s444,0.674597,0.455081,0,0,0,0.588248,1.51058,0.141838,0.573386,0.645024,-0.627437,0.130604,-0.317823,-0.209233,0.622799,0.325152,-0.920922,0
s445,-1.10022,1.21049,1,1,0,1.63788,0.420481,-0.000593453,0.798592,-0.356662,-0.286341,-0.15977,0.589843,0.177574,-1.62815,-0.713837,0.260948,0
s446,2.07205,4.29339,0,0,0,2.01686,2.29725,-0.179573,0.619801,0.284259,-0.218585,-0.0874726,0.234469,-0.930504,-1.51946,-1.16562,-0.222076,0
s447,-0.0165027,0.000272339,1,0,0,0.177916,-0.518332,1.39408,-0.736555,-0.364617,0.709223,0.935277,0.0841787,-0.556709,0.868401,-0.385597,0.505563,0
s448,-0.100585,0.0101173,1,1,0,0.891409,-1.32598,-1.00698,-0.879753,0.515175,0.703647,-0.989045,-0.445019,-0.88063,1.04742,-0.179595,-0.167634,0
s449,-0.0304968,0.000930057,0,1,0,0.238497,0.542126,-0.628746,-0.56754,-0.676713,0.468743,-0.940519,1.13727,-0.767669,-0.507162,-0.0183854,0.86009,1
s450,0.535505,0.286766,1,0,1,-0.654813,-0.506986,0.499691,-0.0137402,1.71903,-1.30984,-0.710485,-1.37871,-0.191381,0.520674,-0.821632,1.05162,1
s451,-0.472537,0.223291,1,0,1,0.0259087,-0.269267,-1.49565,-0.233845,-0.831799,0.782026,-0.556736,-0.238978,-0.140599,-1.76033,-0.0773321,0.450092,1
s452,-0.331934,0.11018,1,1,0,-0.793672,0.934832,-1.51477,-0.311368,-0.65,2.01304,-1.21184,-0.347866,0.123763,-0.969213,0.281354,-0.471713,0
s453,1.83121,3.35332,1,1,0,0.865579,1.20819,-0.363071,-0.577873,-0.401415,1.06995,-0.966518,-0.444333,0.137948,-0.678885,-0.627667,-1.12821,0
s454,0.0803636,0.0064583,0,1,0,0.0485796,-0.918002,1.77349,1.43102,-0.464647,0.648436,1.26236,-0.134125,-2.0974,-0.522751,0.449062,1.12517,1
s455,-0.466191,0.217334,1,0,0,1.28391,-0.627882,0.0573323,1.51499,1.46725,0.395509,0.797386,-1.20754,0.0193811,0.712688,0.0947041,-0.165948,0
s456,-0.267293,0.0714456,1,0,0,2.1866,-0.614397,-0.981019,-0.504742,-0.679081,0.501937,0.0480138,1.69291,0.0235117,1.56487,0.485338,0.490645,1
s457,-0.682398,0.465668,0,0,0,1.5578,-1.10109,-0.133223,0.0108759,-1.72759,1.81929,0.0547593,0.175058,0.952153,-0.190213,0.711198,1.09695,0
s458,-1.73927,3.02505,0,0,0,0.543008,-0.993954,-0.149332,-0.969303,0.650409,0.660052,-1.44274,0.636305,0.164835,0.167115,1.45175,-0.204814,1
s459,-0.100033,0.0100065,0,0,0,-0.975398,-0.444911,-0.245788,0.238141,-0.427269,-0.989373,1.20228,1.58466,1.47031,0.345537,1.73385,-1.66062,1
s460,0.629768,0.396607,1,0,0,1.46494,-0.550526,-1.13912,2.27813,0.5623,-0.626978,-0.896099,0.86799,0.660536,0.497238,-1.19441,-0.809422,0
s461,0.791508,0.626485,1,0,1,1.29409,-2.04418,0.387014,0.114932,-0.937003,0.114334,1.11099,-0.633146,-1.173,-0.136173,-0.0974058,1.13214,0
s462,0.65572,0.429968,1,0,0,-1.79283,-2.29853,-0.560768,-0.345161,-0.371477,-0.0489768,0.340153,-0.605647,0.0654572,0.651794,-0.167586,-0.846736,0
s463,0.525504,0.276155,1,0,0,-1.1606,0.0118864,-0.285846,-0.400547,2.27115,-0.0460704,-1.72058,-1.42785,-0.0930134,0.0189288,0.347062,-2.25189,0
s464,0.268038,0.0718444,1,0,0,0.401654,1.13735,-0.278187,0.712506,0.28227,0.966998,1.03242,0.520674,1.18018,-0.167593,-1.28575,0.729561,0
s465,1.0117,1.02354,1,1,0,0.613518,-0.995554,1.52613,-0.494668,-0.200541,-1.00192,0.401282,-2.36596,-0.206132,-0.556993,0.63139,1.46298,0
s466,0.52622,0.276907,1,1,0,0.385487,-0.445693,-0.636638,0.01458,-0.285104,-0.829557,1.06816,-0.557829,0.697367,1.35148,-0.5722,1.26666,0
s467,1.02246,1.04542,1,0,1,-0.251607,-1.90037,0.164049,-0.460066,1.86044,-1.0258,0.887268,-0.90502,0.444301,0.0421632,0.660029,-0.80129,1
s468,-0.0281003,0.000789628,0,0,1,0.942131,0.816407,0.905945,-1.54159,-0.953039,-0.213092,-2.95919,0.557921,0.7636,-1.22343,0.439385,-0.394104,0
s469,-0.58777,0.345473,1,0,1,-1.74836,0.0960549,-0.928251,1.07802,0.0666464,0.546174,-1.58039,0.474984,-0.601845,-2.06822,-1.15362,-0.513831,0
s470,0.436133,0.190212,0,0,0,-1.61448,-0.459365,-2.55667,0.772704,0.126171,-1.59398,-2.51648,0.491247,-0.279982,0.657246,0.929119,1.06529,1
s471,0.69355,0.481012,1,1,0,0.564281,1.03192,-0.318321,-0.073139,-1.3715,-2.43736,-1.96166,-0.977769,0.849698,-1.67689,-0.222359,0.705866,1
s472,-0.904707,0.818495,1,0,0,-1.54078,-0.126308,1.78726,-2.28692,-0.924054,-0.115897,0.701713,-1.64324,-0.488132,-1.5884,-0.0496296,0.691487,0
s473,-0.495324,0.245346,1,1,0,-0.424731,0.17675,1.89238,0.414429,0.128164,-0.917672,-0.168399,-1.47284,1.5889,-0.0431937,-1.0259,-0.624843,0
s474,2.20013,4.84058,1,0,1,0.168424,0.736668,0.784578,0.662181,0.828698,0.628313,1.35476,-0.202556,0.231103,-0.323722,0.837291,-0.619149,0
s475,-1.46885,2.15753,1,0,0,1.16738,1.38188,0.367576,0.412438,-0.577828,-2.41429,-0.0879156,0.0799736,-0.418907,0.483377,-2.54339,-1.25416,0
s476,0.194255,0.0377351,1,1,0,-1.83607,0.124095,1.26601,0.0772528,0.0746211,1.54102,0.943659,-1.04886,-1.26501,0.0520048,-1.16475,-0.339733,1
s477,-1.41055,1.98965,0,0,0,1.47674,-0.703331,-0.441092,0.530099,0.64879,0.134454,0.158538,1.02497,0.424624,-1.43914,0.810866,1.05812,1
s478,1.01433,1.02887,1,0,1,0.193944,-0.930162,0.71693,-1.15675,1.12073,-1.01809,-0.0118222,-0.960735,-1.17598,1.18108,-0.0592719,-0.822632,1
s479,0.834694,0.696713,1,0,1,-1.85864,0.403269,-1.28599,2.17322,-0.810859,1.61067,-1.40742,0.291907,-0.270213,-1.61346,-0.0161168,-0.255087,0
s480,1.32854,1.76502,0,0,1,0.998145,-1.16791,-0.292041,0.297772,1.50205,0.0114715,-0.817855,-1.32531,-0.0947927,-0.51171,-1.56066,-0.00998998,0
s481,-1.07474,1.15506,1,1,0,-0.401052,0.813626,0.103957,-0.658285,0.374971,-1.72344,-0.0102035,0.718208,-1.9679,-0.141352,1.57266,0.290262,1
s482,0.291618,0.0850408,1,0,0,-2.135,0.683591,0.292241,0.950193,0.316247,1.5009,-0.42176,0.216681,-0.517311,-0.234117,0.108147,1.61398,1
s483,-0.702361,0.493311,1,0,0,0.253484,0.938361,0.819978,0.454366,0.105035,0.526168,-0.194061,0.687057,-0.737021,-2.26507,0.679388,-0.104666,1
s484,-0.442736,0.196015,1,1,0,-0.0440471,-0.290096,-0.0355604,0.624466,-0.121435,0.557754,0.355164,0.281367,-0.373361,-2.09778,0.608133,0.624147,0
s485,0.48268,0.23298,0,0,1,-0.795164,0.925923,-1.35038,-0.785925,-0.17825,-1.12351,-0.262551,-1.21396,-0.314385,-2.01027,0.954427,0.206029,0
s486,-0.246234,0.0606311,1,0,1,-1.14278,-1.30482,1.37977,0.803767,0.112337,1.32385,0.589496,-0.74313,-0.579339,0.355815,0.919364,-1.45459,0
s487,-1.25508,1.57522,0,1,0,0.407759,-0.0531002,0.104958,0.929772,1.03228,-0.172742,-1.88325,0.0896641,-0.721587,0.269647,-0.453698,-0.219615,0
s488,0.698604,0.488048,0,1,0,-0.235109,0.879726,-0.114653,-0.949468,0.700809,0.119392,0.298074,0.890068,-0.415591,-1.20748,-1.15469,-0.279719,0
s489,-0.575329,0.331004,1,1,0,0.103651,-1.3665,-0.641064,-0.85664,-1.05545,0.677199,0.771903,0.121528,0.693795,-1.03292,0.904949,2.03525,1
s490,0.615186,0.378454,0,0,0,0.822164,-0.032433,-1.49139,0.514387,-0.332406,1.18676,0.911584,1.26103,-1.5598,0.37452,-1.37528,-1.65397,1
s491,0.00672952,4.52864e-05,1,0,1,0.618545,1.70271,-0.682484,-0.507855,-0.368842,-2.1742,-0.943758,0.858585,-0.0541843,0.870299,0.225822,0.0250008,0
s492,0.091764,0.00842063,1,1,0,-1.14301,0.416736,-1.51719,-1.25251,-0.221816,0.440533,0.375469,-1.52188,1.05398,0.330874,0.776444,-1.06725,0
s493,-0.408772,0.167094,1,0,1,1.97765,-0.799194,-0.4548,2.01855,1.9104,2.36927,-0.52142,0.245234,-0.812013,0.15378,0.62861,-0.688537,0
s494,0.264334,0.0698726,1,0,1,-0.720669,-1.67669,1.73971,1.20042,0.75723,-1.58535,0.692568,1.26288,-0.509039,-0.842957,0.433354,-0.104827,0
s495,-0.0244024,0.000595477,1,0,0,0.831653,0.866841,-0.468524,-0.52324,0.318685,-0.101268,2.17415,-0.30212,-0.132298,0.145084,1.01599,0.197055,0
s496,1.00125,1.0025,1,1,0,1.05955,1.05246,-1.69511,-0.44938,-0.943613,-0.501302,0.0817428,0.437381,1.56729,0.0465487,0.667312,-0.691844,0
s497,0.0187882,0.000352998,0,0,0,-0.640501,0.0607079,-1.79316,0.308482,0.224271,1.06746,-0.802516,2.3864,-1.26654,0.327776,-0.978927,-0.423195,0
s498,-0.545459,0.297526,0,0,1,-2.34662,-0.414346,-1.15823,1.02248,-0.902683,-0.192422,0.837801,2.31787,-0.875355,-0.443547,-0.464217,0.315069,0
s499,-0.144219,0.0207991,1,1,0,0.140241,-1.5585,1.14268,-0.932218,0.667284,0.143352,0.0973222,-0.179095,-1.66234,-0.0535158,0.685861,-0.920346,0
s500,-0.589028,0.346954,1,0,1,-0.305669,-1.32178,-0.313304,0.182951,0.678057,0.35456,-2.84133,-0.0816989,2.51942,0.863708,-0.920732,-0.381245,1
s501,0.164245,0.0269764,1,1,0,0.19171,0.683004,-1.35731,-0.141241,-1.13098,0.172281,-0.892265,-0.145086,-0.23231,-1.24376,-0.494618,-0.0886252,0
