sample_id,age,age2,sex,eth1,eth2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,feature_1,feature_2,y
s458,-0.403079,0.162472,0,0,0,-0.425597,-1.26392,-0.781063,-0.130707,0.243051,-0.710903,-0.492358,0.355944,-0.0253095,1.3596,0.427599,1.1992,0
s459,0.698643,0.488101,1,1,0,-0.272899,-2.8553,-0.684637,0.966578,0.559451,-0.936597,0.548373,1.00687,-2.22689,0.288315,-0.98823,1.70733,0
s460,0.56746,0.322011,0,0,1,1.58617,-0.933171,-0.447099,1.61953,0.576511,0.0314713,-0.206875,1.14039,-0.411614,0.279697,-1.4767,-1.23104,0
s461,0.680766,0.463443,0,1,0,0.0154876,1.2627,-0.444834,0.519504,-0.993941,-0.392744,1.60584,0.457837,1.56568,0.314076,-1.58167,-0.987476,0
s462,-1.22032,1.48918,1,1,0,0.910681,1.55603,-0.294331,-1.55497,0.497662,2.77831,0.340408,0.946708,-0.556717,0.396721,-0.414022,-0.119733,1
s463,-2.71508,7.37168,1,1,0,-0.118968,0.244834,-0.629551,0.0121451,-0.226821,0.579527,-2.37447,0.079182,-0.277454,0.284604,0.529657,0.580243,0
s464,-0.466506,0.217628,1,0,1,1.20295,1.29788,0.67973,-0.758123,0.323155,-1.17079,-1.78283,-0.277058,-0.662065,0.308466,1.34991,-0.00726621,0
s465,-1.79272,3.21386,0,0,1,-1.08711,0.18449,1.7707,-0.634362,-0.342695,0.0790801,-0.697474,0.802803,2.57818,0.322247,-0.476047,0.950293,1
s466,2.36469,5.59175,1,0,0,-0.133829,0.444309,0.678892,1.03694,-1.11613,1.94238,0.418711,0.319637,0.0276249,-0.633465,-1.37382,0.00353018,0
s467,-1.36239,1.85611,1,0,0,0.0604793,-0.559951,0.128895,-0.0866818,-0.366491,-0.996767,-2.73998,-1.028,-0.321162,-0.220241,1.08016,-0.101322,0
s468,0.806353,0.650205,1,0,1,0.339772,0.999854,1.69616,0.147635,-1.62522,-1.62895,0.991428,0.769969,0.229561,-1.15605,0.761871,-0.948438,0
s469,0.315946,0.0998216,1,1,0,0.322804,-0.76936,0.899733,-1.63909,0.249858,0.801116,0.0822401,-0.599187,0.211396,2.0724,0.850024,-1.28364,0
s470,0.40856,0.166921,0,1,0,0.945978,0.486029,-0.148348,1.06732,-1.18724,0.652762,1.56417,-0.969606,1.00802,0.200717,-2.88225,0.533385,0
s471,-0.600304,0.360365,1,0,1,-0.659185,-0.265648,-0.576583,-0.593945,-0.877311,1.60171,1.72662,0.244699,0.0719878,0.493652,-1.45363,4.54705,0
s472,-2.04286,4.17327,0,1,0,0.274842,0.72018,0.597818,0.41409,0.388902,0.442762,-1.32058,1.17594,-1.06943,0.0487888,2.00738,0.710889,0
s473,0.217231,0.0471892,1,0,0,1.40948,0.356666,0.582267,0.319579,-0.693291,-1.58202,-0.751133,-0.255078,1.24081,0.291252,1.48074,-0.357677,1
s474,-0.396622,0.157309,0,0,1,0.484526,0.0954409,0.58486,-0.642395,0.569252,0.393793,2.33467,-0.762911,2.28958,-0.687013,-0.353678,-0.45372,1
s475,1.22069,1.49009,1,0,1,1.19274,0.293604,1.14852,1.73026,0.458114,-0.534557,1.35363,0.917184,-1.02159,-0.369046,-0.643044,-0.0659825,1
s476,-0.129122,0.0166724,1,0,1,-0.249073,0.0550708,-0.52566,2.11943,0.164323,0.663933,1.01216,2.02958,1.16949,-1.60934,1.21582,-0.577581,1
s477,2.04301,4.17389,0,0,0,-0.763401,-0.0698484,1.50332,0.32174,-1.49979,-0.425752,1.86258,-1.27491,0.268201,-1.173,2.18223,-1.24812,1
s478,-0.537627,0.289043,1,1,0,-0.922789,0.832014,-0.294391,0.109521,-2.39924,-0.214644,-0.445854,0.499392,0.17447,0.950534,-1.87735,0.692618,0
s479,0.654525,0.428402,0,1,0,-0.806599,-1.86946,-0.635438,-0.646762,1.90459,-0.177845,0.23472,2.1747,-1.56452,1.07713,-0.914559,-0.529608,0
s480,0.0253506,0.000642651,0,1,0,1.42444,0.577748,-0.65428,-0.559103,-0.294923,0.347244,-0.871648,1.42837,1.96275,-1.06434,0.0739709,-0.632007,1
s481,-0.542231,0.294014,0,0,0,-0.673221,0.140722,0.02105,3.36327,-0.31924,1.20463,0.335393,0.098736,0.442035,-0.477838,0.377346,-1.61067,0
s482,-0.787527,0.620199,0,0,1,0.763202,1.94808,-1.4645,-1.40933,-1.87739,-1.11786,0.459692,-0.689102,-0.245975,0.939481,-0.668668,-0.746979,0
s483,-0.0179945,0.000323801,1,1,0,0.894131,1.19634,-1.76375,1.37166,-0.273815,-0.416951,0.841833,-0.633499,0.203253,0.440206,-1.23249,0.672023,0
s484,0.892922,0.79731,0,0,0,-0.329187,-0.238656,0.885199,-0.531482,1.99402,-0.28879,-0.641096,-0.961438,-1.26412,0.129192,-1.33778,-2.07954,0
s485,0.576086,0.331875,0,1,0,0.340456,-0.529425,0.569855,1.21502,-1.16532,-1.01297,0.554027,-1.83047,-0.0807011,-0.860863,1.26566,-0.743702,1
s486,0.0784637,0.00615656,0,1,0,-0.0316708,1.30487,0.820009,0.190087,0.0382248,-0.804577,0.837157,-0.551881,1.17141,0.172651,0.407659,-0.248659,0
s487,-1.8954,3.59255,1,0,1,-0.422618,0.915604,-0.269966,0.415405,0.564865,0.638797,-0.0436412,0.183503,0.581793,-0.448264,0.792147,0.474856,0
s488,-2.52203,6.36061,0,0,0,0.978595,0.120055,-1.83287,1.46502,-1.20887,-1.25268,1.26336,-1.06026,0.129173,-0.297307,-1.6674,1.21755,0
s489,-0.274005,0.0750789,1,0,1,0.602073,-1.49093,0.570095,-0.41221,0.783948,-2.55981,-0.717488,0.79012,-0.85971,-0.74725,-0.385633,0.736958,1
s490,-1.8381,3.3786,0,0,0,0.766042,-1.04136,-1.11069,0.893936,-0.0594408,-0.0190985,0.701579,1.31735,1.39037,2.51572,-0.491851,-0.295547,1
s491,1.30829,1.71162,0,0,0,0.849695,-1.40632,0.554389,-0.344039,1.51718,-0.294642,-1.11574,-0.66377,0.31916,1.11574,1.51964,-1.27231,1
s492,-0.233118,0.0543441,1,1,0,0.396697,-1.86494,0.0136176,1.61394,1.86584,-0.51655,-0.276313,-0.870079,-0.525078,0.0282167,1.6677,0.806622,0
s493,0.761119,0.579302,1,0,1,-1.74091,-0.140838,-0.729145,-0.508933,-0.9403,1.45274,-0.195196,1.6824,-0.211566,-0.126251,-0.387657,-0.284479,0
s494,0.314725,0.0990518,0,1,0,-0.697067,-1.25011,-0.624058,0.125471,-0.806621,-0.571855,0.582083,1.50235,-0.545483,-0.374749,0.466385,-1.16428,0
s495,-0.854185,0.729632,0,0,0,1.22963,1.15547,1.09038,0.304,0.507859,-1.2506,0.221485,-0.52756,0.0256607,0.383113,-1.33975,1.38605,0
s496,-1.27543,1.62672,0,0,1,-1.03488,-0.582791,-0.131431,0.0125747,1.69387,-0.628459,0.567298,-0.475773,0.012889,-0.1792,-0.0828132,0.869298,0
s497,-0.0135566,0.000183782,1,0,0,0.245008,-0.216476,-1.18483,-0.942523,-1.74017,-0.231443,-1.21938,0.207092,0.0255001,-0.73861,-0.305168,1.66458,0
s498,-1.08653,1.18056,1,1,0,-0.562782,0.345701,0.625921,-1.04746,-0.658634,-0.521147,-0.375512,0.566152,-0.944323,1.63129,-0.608936,-0.583487,0
s499,-0.88524,0.78365,0,1,0,0.310544,2.44373,2.2245,0.0547736,-0.101425,1.59497,0.104125,-0.17374,0.281329,-0.0431244,1.2836,-0.388885,0
s500,-1.07748,1.16097,0,0,1,0.468271,-0.3421,0.107283,-0.0621285,0.793174,-1.09116,-1.49143,-0.307347,0.000507847,-1.57167,0.169025,-1.72861,1
s501,0.123315,0.0152065,0,0,0,2.62333,-0.491094,0.203854,0.473972,2.47968,-1.11551,-0.97652,-1.4455,-0.72458,0.072732,1.565,-1.43226,1
s502,0.375835,0.141252,0,0,1,0.143568,0.41696,-0.103989,-1.69098,1.47239,-0.627484,-1.74783,-2.409,2.02466,0.00955764,0.0676418,0.880398,0
s503,-0.332874,0.110805,0,0,1,0.54826,-1.9781,0.456642,-1.02931,1.97432,1.40963,1.88505,-0.60587,-0.510502,-0.144549,1.01724,-0.754528,0
s504,-0.989923,0.979947,0,0,1,0.15285,0.825853,-0.932461,-0.28621,-0.547673,0.00651364,-1.55233,0.916113,0.483983,0.631269,-0.224927,0.0757583,0
s505,0.550307,0.302838,1,0,1,-2.42918,-0.472005,-0.781449,1.27539,-1.33831,0.601438,-0.432179,-0.975403,-0.385608,-0.698484,0.600974,-0.19903,1
s506,1.4838,2.20168,1,1,0,-0.768276,-0.804736,-1.02834,-0.515913,0.824195,-1.07766,-0.234684,-0.633951,0.248701,-1.25104,0.413124,-0.262516,0
s507,-0.63269,0.400296,1,0,0,-2.01466,-0.115213,-0.0228204,-2.13742,-0.0779566,-1.49795,-0.616496,1.92909,-2.28379,0.416966,-0.0814071,-1.60702,0
s508,-0.983811,0.967885,0,0,0,0.491027,-0.318153,0.414165,1.83402,0.183433,1.39445,-0.190564,-0.0378168,-0.724186,-0.645171,0.0970012,1.12995,0
s509,1.57255,2.4729,1,0,0,0.599706,0.0106358,1.5776,-1.30699,0.505818,0.935032,0.202505,1.12575,1.04554,-0.534388,0.270283,0.346881,0
s510,0.0430748,0.00185544,1,0,0,-1.15225,0.538524,-1.15926,-1.58995,-0.48414,0.603641,1.23883,0.900737,-0.808782,-0.0116792,-0.224381,-0.427567,1
s511,-0.208867,0.0436254,1,0,0,-0.0397606,0.264346,-1.23434,1.75398,1.20564,-0.64675,-0.139022,-0.922381,-1.28767,0.257784,-0.500365,-0.411312,0
s512,-0.647727,0.41955,0,1,0,-0.0565577,1.2246,0.487268,0.10578,-0.15326,-0.0696507,-0.106449,-0.00711782,-0.704974,-0.324422,-0.753182,0.313329,0
s513,-0.641489,0.411508,0,0,1,-1.90201,-0.351802,-1.32503,1.81471,1.01466,-1.50094,1.40777,-0.72014,0.894459,-0.457859,-1.39808,-0.569461,0
s514,-2.03921,4.15839,0,1,0,-0.856568,-1.27435,0.528755,0.998067,0.187936,1.20124,-0.384499,-1.20012,0.178765,-1.37144,1.27638,0.236021,0
s515,1.66613,2.776,0,1,0,-1.11017,0.0529871,0.532412,-2.81176,0.77831,-0.166572,0.895228,1.62218,1.63221,0.152438,2.03869,1.08831,0
s516,0.777104,0.60389,0,1,0,-0.387246,0.613756,-0.431345,-0.0302069,-1.05922,-0.882827,0.679916,-0.214428,-0.319964,1.75651,-0.29206,-1.03943,0
s517,-1.30264,1.69688,1,0,0,0.0407172,-1.8977,-0.524022,0.927161,0.780899,0.89833,0.263325,1.37646,-0.208155,0.379479,-0.0378897,0.919181,1
s518,-0.438651,0.192415,1,1,0,-1.18432,-0.207741,0.152498,0.0467679,-0.855914,0.840635,2.39191,-1.08112,0.332716,0.240741,-0.884407,-2.33424,0
s519,-0.843642,0.711732,1,0,1,-2.00425,0.335129,1.69926,0.00552373,-0.379298,-0.114987,-2.11663,-0.310164,0.639834,-0.0763637,-2.55333,-0.506336,0
s520,0.990279,0.980653,0,1,0,1.79123,2.35179,-0.719959,-0.0348747,1.14831,0.923793,-1.10785,1.48897,-0.839559,0.272387,0.258473,-0.192699,0
s521,-0.404694,0.163778,0,0,0,-1.47008,1.49518,-0.21175,-1.6306,-0.776184,-1.2154,-0.901661,0.802094,-0.295034,0.301318,1.19972,0.281763,0
s522,0.966583,0.934283,1,0,0,0.295358,0.530039,-0.344731,0.0760781,0.425606,-0.37294,1.88808,1.05135,0.289172,0.883037,-0.308603,2.78724,0
s523,-1.20661,1.45592,1,1,0,1.04452,-1.36874,0.336634,2.21512,0.451721,-0.95775,0.534197,1.06792,-1.31394,-2.34622,0.585251,0.159403,0
s524,1.13158,1.28047,0,0,0,-0.353331,0.274445,0.565973,-1.63067,0.450983,0.327464,1.13385,-0.325848,0.977274,-1.39662,-1.76789,-0.239159,0
s525,-0.253458,0.0642409,1,0,1,0.944592,-1.35351,0.86456,-1.13986,0.444371,-0.0200293,0.570073,1.35255,-0.897195,0.433976,1.41169,0.306503,0
s526,-0.63583,0.40428,0,0,0,0.226699,-0.242271,0.730407,0.634185,1.20335,-1.74886,2.57675,-0.573555,-0.712525,-0.899729,-0.577467,0.674323,1
s527,0.396456,0.157178,1,0,1,1.36488,1.0043,-0.682244,1.13006,-1.03811,-1.66956,-1.8973,1.82724,-1.9607,-0.695447,-0.414146,0.0148896,0
s528,-0.243671,0.0593754,1,0,1,-1.36671,-0.474483,-0.204459,-0.257622,0.620704,1.0096,-0.00686387,0.173713,-0.834553,0.0344523,-0.129964,1.26399,0
s529,-1.93537,3.74566,0,0,1,0.837183,0.542636,0.261221,0.721772,0.347197,2.26923,1.1463,0.459885,0.080039,0.70172,-2.0677,-0.914796,0
s530,0.567339,0.321874,1,0,0,-0.382482,-0.553643,-1.72002,-0.0739063,-0.782146,-0.989399,0.136564,-1.00077,0.188432,0.0175224,1.1888,-0.439504,0
s531,2.79002,7.78424,0,0,0,0.0341897,-0.574623,1.53433,0.263161,0.533352,-1.65779,0.390619,-0.623166,-1.51508,0.201501,-0.689562,-0.541503,0
s532,0.752459,0.566195,0,0,0,0.0140144,0.936835,0.23022,0.146148,-0.688903,-0.649186,0.606157,-0.138529,0.679077,-0.718577,0.313872,0.60951,0
s533,0.250562,0.0627813,1,1,0,-1.16461,-0.00265338,-1.4695,0.586741,0.738808,-0.252146,-0.864055,-1.57887,-0.896217,0.859986,0.142886,1.1515,0
s534,0.213371,0.0455273,1,0,0,0.303135,0.293115,0.580702,-2.20306,1.09221,1.70105,-0.546838,-0.0206558,-0.544262,-3.09436,-0.156327,-0.932515,0
s535,0.680762,0.463437,1,0,0,-1.32376,-0.870584,-0.9779,0.118014,0.334201,-0.728538,0.222215,-0.492332,0.715347,0.231637,2.20008,-0.141473,1
s536,-1.09499,1.19899,1,0,0,0.367916,1.17281,0.991027,-0.0863172,-0.982327,-0.584087,0.175777,-0.653682,-0.377604,-2.06438,-1.20045,1.75801,1
s537,1.56805,2.45878,0,1,0,-0.366747,0.796886,-0.957809,1.1736,1.54228,0.248147,0.342204,-0.943706,1.20024,0.690449,0.311227,0.344438,1
s538,0.23177,0.0537174,1,1,0,1.95562,0.62724,-0.348928,-0.459965,1.78131,-0.475407,-0.068007,-1.74728,0.372585,0.275375,1.18784,1.29494,1
s539,0.836841,0.700303,0,0,1,-0.100087,0.227061,-0.173396,-0.303607,0.0958429,1.28205,1.14173,0.0153083,-1.47443,-0.308559,-0.472474,1.26404,0
s540,-0.223486,0.049946,1,1,0,-3.04576,0.534815,-0.293904,-0.979365,-0.971495,-0.893,-0.572025,-2.34703,-0.281269,-0.721749,-0.649606,0.561352,0
s541,-0.582291,0.339062,1,1,0,-0.185772,-0.900935,-0.553889,-0.774248,-0.204045,1.45659,-1.2214,1.19777,0.416801,0.460642,0.837265,0.219241,1
s542,-0.260104,0.0676543,1,0,0,0.349063,1.63488,-0.492433,0.726384,-0.228377,1.33619,-1.26725,-0.556834,0.798605,1.07837,0.368421,-0.324488,0
s543,0.296053,0.0876475,1,0,0,-0.567853,0.736829,-0.589034,0.671023,-1.78867,-0.97928,0.127483,-1.23753,0.0650562,-0.902744,1.58745,-0.164162,0
s544,1.06671,1.13788,1,0,0,0.505573,-0.536918,-1.47103,0.397912,1.49966,-1.05247,-0.806704,0.417567,1.11327,-0.825042,0.756765,-0.474857,1
s545,0.264589,0.0700075,0,1,0,-0.408519,-1.56894,0.771235,-0.424208,-0.079449,0.0636242,0.521737,0.35004,1.14366,2.48213,-2.59539,-0.236999,1
s546,0.746197,0.55681,1,0,0,-2.0597,1.7047,0.534073,2.1589,-0.994051,1.02693,-1.3091,-2.56914,-0.212402,0.855307,-0.361657,0.713713,1
s547,-0.909655,0.827472,1,0,1,-1.52951,-1.97234,-1.03058,0.0314623,-0.130345,-1.46079,0.622558,-0.961939,-1.19387,-0.540502,-0.798564,0.529878,1
s548,-0.822132,0.675901,0,0,0,-0.733716,0.729632,-1.53947,0.48097,0.444905,-1.67238,1.25626,-1.2401,0.261983,-1.33993,-0.273861,-0.251488,0
s549,0.420303,0.176655,0,1,0,-1.53243,-0.324473,1.37869,1.34653,-0.048795,-0.410528,0.146934,0.349573,-0.494501,0.284514,0.481577,-0.663513,1
s550,-1.73808,3.02091,1,0,0,-0.574025,1.71711,0.676283,-1.25735,1.49603,-0.0280867,-0.301368,0.0411817,0.711348,-0.394302,1.02024,-0.895467,0
s551,0.246053,0.0605419,0,0,1,0.582525,1.03305,0.384802,-2.03556,-0.232545,0.586773,1.40644,0.0956608,-0.10872,-0.368754,0.541757,-0.781508,0
s552,-0.976736,0.954013,1,1,0,-0.791984,-0.29635,-0.458036,-0.670013,-1.05459,0.761316,1.74638,0.252588,-1.19225,0.184217,0.345126,1.63843,0
s553,-0.668399,0.446758,1,1,0,1.48526,-1.25366,-0.271386,-0.933367,2.0487,-0.243668,-0.118888,0.858608,1.68479,0.13829,0.554187,0.966609,0
s554,0.242794,0.058949,0,0,0,0.904738,0.631174,0.283384,-0.226155,-0.924724,-0.64426,0.163947,-0.904413,0.386381,-0.102466,0.106057,-0.255208,0
s555,1.21415,1.47416,0,0,1,-0.804198,0.137208,-1.23592,0.296796,-0.349589,-0.217181,0.0206426,-0.401958,-1.12734,0.172031,0.982734,-0.0883006,0
s556,-0.676392,0.457506,0,0,0,0.934712,0.639107,-0.635647,-0.317223,1.65505,0.232602,1.53221,-0.84758,-0.655175,0.547713,-0.545122,0.432724,0
s557,0.714348,0.510293,1,1,0,-0.551653,0.325128,0.114796,-1.31109,-0.0373022,-0.986929,0.676515,-0.822329,1.44911,-1.14717,-0.437041,0.520107,0
s558,1.91652,3.67305,1,1,0,0.66274,-0.568969,0.857554,1.15862,0.298404,-1.88393,-0.219047,-0.87858,0.450824,1.49122,-0.634156,-0.902286,0
s559,-0.333077,0.11094,0,0,1,1.6128,-0.430717,1.58362,1.55981,-1.20112,0.0115287,-1.50746,-0.322232,0.41733,-2.47769,-0.749515,-0.0827558,0
s560,-1.38755,1.92529,1,1,0,0.593539,0.645042,-1.71335,0.882915,0.426674,-1.05617,0.0638729,-0.0628913,-0.452724,-2.85812,0.467265,-0.716529,0
s561,-0.790918,0.625551,1,0,1,-0.934672,1.37019,-0.791708,0.431352,0.685822,-0.344661,-1.56852,-1.01512,0.878787,1.08022,1.2121,-1.30189,1
s562,0.901946,0.813507,1,0,0,-1.0943,0.431427,-0.704504,-0.215209,-0.412659,-0.318313,-0.241485,0.0122215,-0.129372,0.210194,-1.72443,-1.60069,0
s563,-0.795181,0.632313,0,1,0,0.461038,-1.63893,-2.04381,-1.29774,0.965687,0.0222745,0.210345,0.105621,2.23029,1.3334,1.70109,-0.752125,0
s564,0.730439,0.533542,1,1,0,0.447154,-0.506729,-0.623868,0.998423,-0.346285,-1.37323,-0.408145,0.916787,0.219883,-0.691091,0.557293,1.45587,1
s565,-0.264679,0.0700549,1,0,0,-0.132455,0.88086,-0.924997,-0.497398,0.17218,-1.3486,2.42223,0.548948,-0.00919194,0.0166126,-1.12301,1.4691,0
s566,0.879105,0.772825,0,1,0,-0.486752,-0.392609,1.48026,-1.4183,1.72127,-0.980702,-1.5918,0.357004,0.501061,-1.77059,1.27235,1.281,1
s567,1.43187,2.05024,1,0,0,2.09535,-0.116332,0.410427,-0.225415,0.198727,-1.71046,0.281783,-1.09831,-1.30349,0.583957,0.630311,-0.566465,0
s568,0.876461,0.768184,0,1,0,-2.11638,-0.323015,-1.42131,0.449065,-2.08888,-0.347496,-1.35331,0.509531,0.569895,-1.01058,-0.0847138,0.117437,0
s569,-1.55527,2.41886,0,0,1,-1.03944,-0.9602,0.96973,-0.954014,-0.272197,0.0106759,1.49928,1.23296,-1.66752,1.92667,-0.388881,0.730478,0
s570,2.43653,5.93666,1,1,0,-0.46776,-0.201375,-0.527339,-0.606932,0.230361,0.763356,1.05031,-1.13141,-0.758082,0.361176,-1.27675,-0.215069,0
s571,-3.43445,11.7955,1,1,0,0.0206573,-0.734246,-1.87898,-0.178553,-2.23285,-0.469048,0.459708,-0.897706,-1.48806,-0.157011,-1.27177,0.698876,0
s572,0.423137,0.179045,1,0,0,0.654402,-1.49317,0.153997,-0.0360524,0.137465,-0.467321,0.795254,-1.53962,0.00650846,-1.61589,-0.913554,0.253048,0
s573,1.83145,3.35421,0,0,1,1.08858,-0.0865253,-1.81935,0.426796,-0.699728,0.678935,1.73235,-0.0641345,0.297101,1.69084,-0.917084,-0.746884,0
s574,0.832839,0.693621,0,0,1,0.441649,-0.950557,1.08549,-0.314098,0.865236,-0.733858,-0.770926,0.509891,-0.0260399,0.246662,0.158109,-0.121868,0
s575,-0.577281,0.333253,0,0,1,0.583062,1.35903,0.283691,-0.728186,2.37441,1.09549,-1.01195,0.681553,0.0609497,0.729368,-0.281359,-0.600906,0
s576,-0.172271,0.0296771,1,1,0,0.960922,-1.5309,-1.19912,0.955151,0.0654216,-0.0472878,-0.203989,-1.77343,1.52533,0.532213,1.2727,0.110622,1
s577,0.153262,0.0234892,1,1,0,-1.30303,-0.863753,0.935904,1.16495,-0.0146901,-1.48327,-0.759297,0.659383,0.580087,-0.212301,-0.32223,-0.40444,0
s578,0.323488,0.104644,0,1,0,0.356765,-1.11186,-0.413148,-1.0894,-0.689007,0.0333969,0.717267,0.454296,2.77574,-1.15995,-1.48636,0.780449,0
s579,-0.208961,0.0436646,1,1,0,-0.466792,0.216816,0.382413,-0.0812095,-1.59626,0.368981,1.34587,0.679976,0.796937,-0.830491,-0.424239,0.899993,0
s580,-2.33922,5.47197,0,0,1,1.44278,-1.03697,0.437282,-0.81981,0.76269,-0.821695,0.473761,0.0510026,-0.353561,1.34404,0.242501,-0.363016,1
s581,-0.432405,0.186974,1,0,0,1.02268,-1.51016,-2.24239,1.03668,-1.92854,-0.175654,-0.294715,1.09803,-0.139959,0.354587,-0.222212,0.250095,0
s582,-0.832788,0.693537,0,0,0,1.73687,-0.482313,-0.266994,0.697373,0.454667,-1.1952,0.319839,-0.457948,-1.23588,0.287549,1.09187,0.164947,1
s583,1.30568,1.70479,0,0,0,-1.1709,-0.0848368,1.6972,0.234141,2.55766,-1.60363,-1.28257,-0.735984,-0.201698,-0.138596,-1.5042,-0.195967,0
s584,-0.901128,0.812032,0,0,1,0.640963,0.0567907,-1.10089,-0.815179,1.32375,-1.17665,-1.29306,-0.0787338,1.68621,0.415453,0.223918,-0.461793,0
s585,-0.545271,0.29732,0,0,1,-1.06735,0.658008,-2.75948,-0.148117,-0.73302,-0.975664,0.698741,0.285619,1.19216,-0.319119,-0.0351115,0.0643387,0
s586,0.264844,0.0701423,1,0,0,1.34146,0.193012,-0.731137,-0.396543,-0.644319,0.742055,-0.58583,-0.349674,-1.84668,-0.211095,-1.1213,-0.721543,0
s587,0.81763,0.668519,1,1,0,-1.43053,-0.282641,-0.939149,-1.07246,-0.254402,-1.99019,-1.47113,-0.518358,0.405725,0.838647,-0.482049,0.995285,1
s588,0.47238,0.223143,0,0,0,2.64111,-0.497626,-0.462938,0.803257,0.309765,-2.68032,-0.952942,-0.213042,-0.558288,1.33032,0.0524548,-0.491357,0
s589,-0.444153,0.197272,0,0,0,-0.698703,-0.945168,0.500572,0.769573,0.188876,-1.14772,-0.561382,-0.360919,1.20337,-1.06056,1.02452,-0.719958,1
s590,0.675448,0.456229,1,1,0,-1.43515,1.04034,-0.376909,2.08473,-0.379325,0.656584,-1.58044,-0.460228,-1.24253,-3.0606,-0.914494,0.630531,0
s591,0.287111,0.0824326,0,0,1,0.988167,0.277189,-1.08581,-1.87082,-1.51029,0.198745,0.313017,-0.07271,-1.3428,0.110858,1.18757,-0.402871,1
s592,0.53572,0.286996,0,1,0,1.05339,-0.360383,-0.402702,-0.451634,-0.526841,-0.440175,0.119165,-1.05423,-0.457034,0.503253,-1.06163,-0.830049,1
s593,0.824967,0.680571,0,0,1,-0.824636,0.112333,-0.0479091,-1.14989,1.74693,-0.152635,0.129873,-1.04404,2.01818,1.70065,-1.46913,-0.455895,0
s594,-0.252464,0.0637379,1,1,0,0.772377,0.713178,0.190193,0.184413,-0.583312,-1.04897,-0.997304,0.0471717,1.12901,0.854725,0.47036,0.403327,0
s595,-0.901455,0.81262,0,1,0,-1.05252,0.919025,0.366194,1.24869,-0.142112,-0.668155,0.186734,0.776688,-0.905948,-0.21086,1.25703,0.337371,1
s596,0.103,0.0106091,1,0,1,-2.37225,0.620727,-1.1253,-0.00431003,-0.107115,2.09095,0.706193,0.557221,0.996314,3.26591,-1.31074,-0.131709,0
s597,0.167548,0.0280724,0,0,1,-0.24139,-0.897374,0.128588,-1.03536,-0.423255,-0.352511,1.93216,-0.785574,-1.24763,1.04462,-0.343926,-0.839063,0
s598,0.822631,0.676722,0,0,0,1.46783,-1.56008,0.811946,0.115485,0.777327,1.04739,0.130478,-0.796093,0.889519,-1.00291,0.419755,-0.00738421,1
s599,0.179712,0.0322965,1,0,0,0.101938,-0.436668,2.30985,0.116424,-0.953921,1.59609,-1.31932,-1.31029,0.445043,-1.41628,1.654,-0.474052,0
s600,-0.51577,0.266019,0,0,1,0.604977,-0.289746,1.00066,-0.396149,0.251139,0.839509,1.24854,-0.880488,-2.28336,0.946841,-1.70644,0.783108,1
s601,0.523538,0.274092,0,1,0,-2.32231,-0.242935,-0.811464,0.0883173,0.703286,-0.23018,0.579246,0.496572,1.14062,-0.468388,-0.876236,1.0013,1
s602,-1.1363,1.29118,1,0,0,-1.24803,1.2124,1.02409,0.341448,1.33622,-1.19015,0.228375,1.18657,0.805717,-1.291,0.0713564,-0.769738,1
s603,0.966717,0.934542,0,0,1,0.629191,-1.09831,-1.50469,-0.0855848,-1.5893,1.73474,0.860423,1.18936,-0.67087,0.173068,-0.535633,-0.775283,0
s604,1.44892,2.09937,0,0,0,1.92459,1.08675,-0.708153,-0.274388,-1.19614,-0.56454,2.03611,1.84021,0.0920819,0.0286885,0.925537,-1.00331,0
s605,1.22889,1.51018,0,0,1,0.242642,-0.522628,2.20414,-1.01905,-1.21788,-0.0124981,0.635512,0.0873594,0.557881,-0.361019,0.117176,0.315097,1
s606,1.75341,3.07445,1,0,1,1.67574,-1.23885,-0.987438,0.387767,-0.460466,0.981214,0.832418,-0.841266,-0.964783,0.397151,0.399061,0.0262591,0
s607,0.76235,0.581178,1,1,0,-1.16755,-0.383623,0.955269,-1.42659,1.05475,2.54345,0.0110288,-2.20499,-0.704066,0.367464,-0.692495,1.01981,1
s608,-1.87949,3.5325,0,0,0,0.0423488,0.3767,-0.956695,0.0830758,0.889463,-0.0457886,0.958954,0.753907,1.28454,-0.579505,0.354996,-0.0640542,1
s609,0.804712,0.647562,0,1,0,0.526684,0.865565,-0.334357,0.0816104,-0.960505,-0.0301618,0.205568,0.510081,0.127669,0.0233339,-0.18848,-0.381249,0
s610,-0.147919,0.0218801,0,0,1,-0.744598,-1.62057,-0.740074,-1.07713,0.331273,0.963088,0.775081,1.13081,0.0427271,0.266216,0.0683092,0.0230743,0
s611,-0.553361,0.306208,0,0,1,0.102701,-1.37905,-0.0713596,1.01088,0.342169,-0.279158,1.25033,2.32422,1.07334,-0.431229,-1.43846,0.70835,0
s612,2.27166,5.16043,0,0,0,0.038549,0.0361702,-0.166231,1.53855,-1.02298,0.14532,0.551594,1.70148,0.84943,-0.281091,-0.5392,-0.187567,0
s613,-0.648751,0.420878,0,0,0,0.763177,-0.648492,0.0574366,0.820377,-0.568904,-0.433502,-0.501538,0.219742,0.763547,-2.00205,2.05441,0.160489,1
s614,2.14212,4.58868,0,0,1,1.53678,0.625812,0.1135,-0.375078,0.998476,-0.180154,-1.29027,-1.85103,0.19998,-0.668431,0.0504195,0.770255,0
