sample_id,age,age2,sex,eth1,eth2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,feature_1,feature_2,y
s354,0.732612,0.53672,0,0,0,-0.504513,0.882495,1.14169,1.04745,0.0497959,1.06929,0.763344,0.133699,-0.837607,-0.364018,-0.385362,-1.92072,0
s355,1.86208,3.46733,1,1,0,0.0535186,-0.167909,-1.49778,-0.91497,-1.2178,0.371249,0.413272,-1.64938,-0.50401,-1.20691,0.547528,-1.9375,1
s356,-2.14887,4.61765,1,1,0,-0.832797,0.43408,-1.95587,0.271015,-0.760934,-1.88691,-0.907617,0.00907416,2.07878,1.29933,0.0226427,-0.164714,1
s357,-0.388846,0.151201,0,1,0,-0.46296,-0.974593,-0.214591,-0.930656,-1.12155,1.9713,-0.268478,-0.788366,0.439654,1.34695,0.605764,2.41322,0
s358,0.926736,0.85884,0,0,1,1.1804,0.54181,0.941831,1.00966,-1.85111,0.340752,-1.87618,-1.106,-0.0293794,-1.55041,1.79339,0.64137,0
s359,0.25537,0.0652137,1,0,1,1.83238,-0.15959,0.897831,-0.165376,-1.2424,-0.181573,-1.11816,3.38198,0.01174,1.79696,-1.77702,-0.37981,0
s360,-2.57606,6.63608,1,0,1,0.162543,-0.772205,-0.845335,-0.832732,-0.51356,-0.755439,-1.42849,-0.691823,1.2132,-0.857681,-1.4513,-1.70634,0
s361,-0.530716,0.28166,1,0,1,0.40987,-1.71267,-0.661281,-0.906836,0.44746,0.0806384,-0.449846,0.288779,2.11721,-0.0166764,-0.583232,0.564351,0
s362,0.834807,0.696903,0,0,0,-0.787038,0.845676,0.567599,0.166563,-1.1893,-1.19695,-0.456321,-0.571552,-0.177148,0.800982,1.0391,0.0134259,0
s363,1.01422,1.02865,1,1,0,-0.299211,0.875941,0.96486,-0.445422,2.03878,0.903418,-0.0548576,-0.229362,-0.267097,-0.188175,-0.570011,-0.882314,0
s364,1.25685,1.57967,0,0,1,-0.557034,0.0386553,1.17968,0.362152,-0.00620831,-1.17882,-1.46273,2.67244,-0.739434,-0.152425,-0.873133,-0.641514,0
s365,1.73137,2.99764,0,0,1,-0.48081,-0.221822,1.03181,-1.0333,0.722857,0.0508402,0.401535,0.612953,1.35873,-1.64284,1.83573,-0.474435,1
s366,0.676865,0.458146,0,0,0,-0.266536,-0.322449,1.5697,-1.75072,1.26136,-0.256419,-0.21037,0.82806,1.63825,1.82579,-0.0824374,1.21134,0
s367,-1.0285,1.05781,0,1,0,0.0246961,-0.728645,1.05324,0.399199,-0.42488,0.0834723,0.807361,-2.3428,-0.123227,-0.0586171,-1.49334,0.18066,0
s368,0.523079,0.273611,0,1,0,-0.0352782,-1.63071,-0.181594,-0.211636,1.98459,-1.21341,-2.27072,0.314505,0.0573533,-2.68247,1.33176,-1.45624,0
s369,0.0320833,0.00102934,1,0,0,0.977542,-0.642635,0.467305,0.952817,0.535731,-1.24411,-0.138,-1.80678,-0.211897,-2.26941,-0.759102,-0.322109,0
s370,0.490627,0.240715,0,0,0,0.798136,-1.14459,0.527185,0.416694,1.57569,2.29021,-0.0756874,-1.37964,0.251077,-1.7051,0.850206,1.33241,0
s371,-0.849895,0.722321,1,0,1,-0.814384,0.101844,-0.246797,-1.04104,-1.07083,-0.706089,-0.659719,-0.440292,-0.732422,1.03505,-1.48614,1.16893,0
s372,0.0351065,0.00123247,0,0,1,-0.366194,1.08483,-1.20642,-0.378371,0.473024,-1.28435,0.520841,0.0582074,-0.0395532,0.388599,0.0945091,0.880511,0
s373,-1.95514,3.82256,0,1,0,-1.53989,-0.3497,1.01757,0.556264,-0.248263,1.3938,-1.59527,-0.584737,-0.242324,-1.64731,1.38402,0.881133,0
s374,0.618906,0.383045,0,0,1,0.0407018,0.0644146,-2.00563,0.461582,-0.188143,1.31992,-0.254676,1.38188,0.0956654,0.014944,0.430534,0.0677336,1
s375,-0.313467,0.0982614,0,0,1,-1.04623,-2.14447,-0.140584,-0.490183,1.76962,-1.57374,-0.49629,-2.23508,-0.303815,-0.208315,0.898041,-1.91448,0
s376,0.485461,0.235673,1,0,1,-0.31124,-0.0318138,-0.648403,0.783222,-1.19452,1.37063,-1.13867,0.848877,-0.246632,-0.921353,-1.09418,-1.27753,1
s377,-0.0693195,0.00480519,0,0,1,0.0864091,-0.378303,-1.70321,0.3967,-0.926578,1.80661,0.311164,-0.0974072,-0.062248,-1.30426,-0.091299,0.489714,0
s378,-0.730757,0.534005,0,1,0,-1.04383,1.78343,-2.69622,0.10242,-0.202394,0.583649,-0.440998,-1.82406,-0.620259,-1.2331,-0.832622,-1.15239,0
s379,1.14418,1.30916,1,1,0,-0.823268,-1.13166,-1.23316,1.44701,-0.66294,1.04137,-0.331665,-0.930349,-2.45215,-0.534054,-1.55636,-1.55938,1
s380,1.06743,1.13941,0,0,1,0.806705,-1.27268,3.12433,0.412795,-0.181692,-0.491281,0.360018,1.99449,-1.2562,-0.186401,-0.792908,1.42915,0
s381,-0.684279,0.468238,1,0,0,1.49041,0.272368,0.595664,1.73624,-0.778776,0.0772535,-0.360802,-1.19317,0.293797,-0.0285073,0.896761,0.503816,0
s382,1.39904,1.95732,0,0,1,-0.0225469,1.09819,0.370758,-0.13755,1.2591,-0.337621,-1.34592,0.685469,-0.0787316,-0.398536,-0.114946,-1.89851,1
s383,0.108668,0.0118088,0,0,1,0.376458,-0.267202,1.51297,-0.26217,-0.0316982,0.172602,1.78789,0.55165,-1.78971,-0.931062,1.01049,-1.31014,0
s384,0.328751,0.108077,0,0,0,0.312328,-0.236403,-1.41419,-0.186987,-0.704851,-1.29907,-0.23136,0.0649482,1.7593,-0.659478,-0.960043,0.18758,1
s385,-0.279187,0.0779456,0,0,1,0.804431,0.42088,-1.00549,-1.40333,1.6111,-1.08508,-1.00884,-1.9665,0.0330043,-0.554631,-0.0164689,-1.24875,0
s386,2.33043,5.43088,1,0,0,1.3704,0.0231585,0.694702,-1.02421,-1.79144,-0.190258,0.251008,-1.36295,-1.04093,-1.79167,-0.419227,0.0892178,1
s387,0.898697,0.807656,0,0,0,-1.79155,0.592702,1.05285,-0.296577,1.1186,-0.352247,0.00366835,1.22545,0.0434147,-1.46076,0.464225,0.551211,1
s388,-0.679952,0.462335,1,1,0,0.0987332,0.710986,0.750136,1.03268,-0.45864,-0.981916,-1.16112,2.70822,1.32505,-1.21964,-0.255816,-1.44876,0
s389,0.171867,0.0295383,0,0,1,0.671231,0.470673,-0.246852,-0.0592552,-0.829341,0.797759,0.765001,0.106715,-1.65606,1.11732,0.599168,0.342293,0
s390,0.72334,0.523221,0,0,0,0.497995,0.916115,-0.322071,-0.497538,0.492462,0.621954,-0.553996,-0.234919,0.91495,-1.07587,-0.878304,1.10754,0
s391,0.357027,0.127468,1,0,1,0.620147,0.898489,-0.855419,-0.494467,0.442492,-0.0293166,-1.6453,-0.154447,0.545177,-1.1544,0.443467,-0.825944,0
s392,-0.19174,0.0367644,0,0,1,-0.239002,0.309727,0.771319,0.453656,1.67282,-0.174296,-0.794652,-1.31775,-1.98075,0.598619,-1.4895,2.06066,0
s393,1.48473,2.20442,1,0,1,0.0515322,0.510306,-0.488113,-0.615584,0.0407735,-1.0106,0.25799,0.0474625,-1.6889,0.670703,0.966325,-0.830406,1
s394,0.526482,0.277183,1,1,0,0.978612,0.0386103,-0.478668,0.583029,1.12108,-0.430782,1.22179,0.592379,1.4177,-0.0579596,1.36221,0.060245,0
s395,-0.95757,0.916941,1,1,0,1.1616,0.320587,-1.25542,1.09448,-1.27415,2.34233,-0.800447,0.00167662,-0.0701336,0.0893135,0.488213,-1.03557,1
s396,-0.361796,0.130897,1,0,0,-0.687443,-1.80582,0.440656,1.10166,0.295032,-0.424641,0.661217,1.57476,0.692508,0.811059,-0.437393,-0.024034,1
s397,1.12394,1.26325,1,0,0,1.47849,0.0752597,0.370113,-1.21866,-0.373427,0.221812,-1.00509,0.0112556,-2.02437,-1.08488,-0.156702,0.0870019,0
s398,0.866951,0.751604,0,0,1,1.00101,0.309888,0.605556,1.37991,0.743763,-1.48141,0.618769,-2.73204,-0.939415,-0.62512,1.13316,0.456931,1
s399,0.706524,0.499176,1,1,0,-1.7339,-0.856459,1.24004,-0.616409,0.242015,1.01802,0.259537,0.123359,-0.261519,-2.28778,-1.24479,1.50464,0
s400,2.33007,5.42923,0,1,0,0.0749652,0.946886,1.10009,0.118757,-0.352437,-0.405942,-1.85981,0.156834,0.289931,0.827841,-0.718637,-0.0963849,1
s401,-1.12324,1.26166,0,1,0,0.900453,0.313516,-0.48937,2.0396,0.794988,0.425787,0.567064,1.01043,-0.338349,0.776278,-1.50433,1.49012,0
s402,0.0321604,0.00103429,0,0,0,1.61695,-0.0849319,-0.362628,1.02511,0.53251,-0.612901,1.53508,-0.0812948,0.188891,-0.124348,-1.31201,1.53474,0
s403,1.75921,3.0948,1,0,1,1.08386,1.1939,0.78489,-1.15047,-1.69154,0.379375,1.2475,-0.14629,-0.159857,-1.84196,-1.37077,0.328328,0
s404,1.26415,1.59807,1,1,0,0.531799,-0.637428,0.419133,-0.0416582,2.49986,0.33472,-0.078752,3.3811,-1.64298,1.81695,-0.543275,-1.05681,0
s405,-0.842791,0.710297,0,1,0,0.873524,0.842847,1.97608,-2.16686,-1.94393,0.194755,-0.964856,0.0836304,-0.172592,1.14524,0.372601,-0.0274846,1
s406,1.04781,1.0979,0,0,1,-0.486493,-1.3724,-1.09456,-0.00429918,-1.61008,-0.883848,-0.247982,-0.16228,-0.687997,-0.263846,-0.264107,0.972339,0
s407,-0.139136,0.0193587,0,1,0,0.441585,-1.37919,-0.713837,-1.28562,1.33295,0.596408,-0.734707,0.239526,0.433671,-0.560557,-0.338673,1.13305,0
s408,0.534773,0.285983,0,0,1,0.849234,-0.393024,0.708658,0.255558,-0.47811,-0.047351,-1.06333,0.603572,0.00623173,0.44708,1.65297,-0.00573813,0
s409,0.563116,0.317099,1,0,0,1.2718,-0.951935,-0.501613,0.887569,0.746842,-0.223819,0.0102673,0.685224,1.42153,0.461653,-0.156186,0.437845,0
s410,-1.23266,1.51944,1,0,1,0.160731,-0.0511989,0.326619,0.762824,0.410515,-0.240973,-0.85445,-0.782456,1.93221,-0.22006,-0.512091,0.341818,0
s411,0.329618,0.108648,0,0,1,0.398433,0.435676,0.237207,2.02916,-1.14159,0.965452,4.01052,1.25425,0.631278,-0.338448,-0.687032,0.583134,0
s412,3.28116,10.766,0,0,1,1.13465,0.269748,-1.32232,1.69093,0.375795,1.85836,-0.938796,-0.789291,-2.02022,-0.00655728,-0.326753,-0.543071,0
s413,-1.60964,2.59095,0,0,0,-1.04735,1.12704,0.117807,-2.39083,-0.872627,-1.56449,0.564636,0.999731,-0.0801393,-0.83878,0.679554,0.0380285,1
s414,-0.273844,0.0749906,1,1,0,-1.15136,-1.88333,0.40282,-0.498426,0.389535,0.0208221,0.0906678,0.336161,-0.799974,0.56852,0.735796,-1.55049,1
s415,-0.509456,0.259546,0,1,0,-0.698932,-0.730704,0.308467,-0.455544,-0.937427,0.0784848,-2.35964,1.16541,0.469711,-0.794949,-1.88909,0.102406,0
s416,-0.608907,0.370768,0,0,1,2.07255,0.394785,0.537863,-0.674832,-1.06825,-1.25861,-0.392945,0.961977,2.06735,-0.44344,-0.279043,1.41192,0
s417,0.102085,0.0104214,1,0,0,0.313872,0.386631,0.402459,-0.0913151,-1.44013,0.862897,0.800359,-0.00427576,-0.101834,0.612416,-0.567923,-3.18211,1
s418,-1.5349,2.35592,0,0,0,-0.308285,-0.300464,1.85106,0.930172,-2.16918,-1.44335,1.19699,-0.170066,-1.90886,-1.38685,0.691345,0.65011,0
s419,0.302817,0.0916979,1,0,1,-1.73599,-0.694673,1.1727,-0.364928,-0.596608,-1.37634,1.33472,0.245043,1.31308,0.183851,0.985469,1.41447,0
s420,-0.868135,0.753659,1,0,0,-0.839342,-0.485096,0.664388,-0.14478,-0.863524,-0.728776,0.748275,-1.99527,-0.372183,-0.0803339,0.733777,1.7716,1
s421,-0.335374,0.112475,0,0,0,-0.100489,1.42195,-0.112794,0.162844,-0.614941,-1.25439,2.91187,0.678483,0.604703,0.159365,-0.0771443,0.639109,0
s422,0.249776,0.0623878,0,1,0,-1.39552,-0.176223,-0.817419,0.0850415,1.54358,0.154126,-0.18597,0.988729,-0.223105,0.0716324,0.203537,0.819286,0
s423,0.0187381,0.000351115,0,0,0,-0.642965,-0.219098,0.433642,-1.1522,-0.273334,1.01044,0.0443545,-0.719231,-0.653461,-0.309436,-0.558202,-0.050683,0
s424,0.802505,0.644014,1,0,0,-0.0993325,0.773011,1.16817,-0.429463,-0.949686,0.146994,-1.99215,0.145024,-0.293695,0.906636,-0.451225,-2.13828,1
s425,0.0307851,0.000947722,1,0,1,1.33021,-0.723238,-1.05578,0.090853,-0.891029,-0.288388,0.188243,-0.473922,0.169812,0.971975,-0.781858,0.533805,1
s426,0.694676,0.482574,1,1,0,0.495827,-1.06632,0.575877,0.729781,-0.779337,0.184039,-0.169153,-0.54218,0.542949,0.100953,0.390139,-0.434829,1
s427,-0.00723879,5.24001e-05,0,0,1,-1.39849,-1.85713,-0.0664353,0.471992,-0.225141,0.195982,-0.93196,0.709507,-1.60623,-0.550553,-0.859865,-1.86109,0
s428,0.629858,0.396721,1,1,0,-0.348286,0.902764,-0.856852,0.956076,-1.11196,-2.33531,1.2861,-0.0944921,2.38913,-0.913162,-1.14229,0.935612,0
s429,-0.529337,0.280197,1,0,1,0.471847,-1.02311,-0.295846,0.72025,-1.29411,-1.09223,1.38783,0.0799434,-0.220407,-0.116399,-0.532559,0.68413,0
s430,-1.6089,2.58856,0,0,0,1.0414,-0.748832,0.550969,0.0680863,-0.0521232,0.680821,-0.753065,-0.229684,-0.786847,-1.14084,-0.542579,-1.03526,0
s431,-0.129097,0.0166661,0,0,0,-0.403176,-0.313719,-0.976676,-1.18083,-3.05468,-1.34516,1.25591,-0.199289,-0.688861,-0.752849,-0.151623,1.85808,0
s432,0.730472,0.533589,1,1,0,0.26726,0.537212,1.32769,-0.376628,0.891971,1.23753,-0.593751,-2.05204,-1.88824,0.644274,1.41939,-0.0846913,1
s433,0.381843,0.145804,0,0,0,0.219262,1.4661,0.271722,0.771885,-0.256,-0.354077,-0.798871,-0.185563,0.324952,1.02794,1.27113,-2.2448,1
s434,-1.53883,2.36801,1,0,1,-0.124026,0.000367412,0.185765,1.26436,1.84535,0.464421,-1.56212,0.195428,0.0923584,0.560079,-0.807211,0.652725,0
s435,0.73062,0.533806,0,0,1,-1.59413,-0.552905,1.40166,0.359256,-0.498694,0.758289,-0.850314,-0.124285,-1.10675,-0.274771,1.84916,0.145129,0
s436,-1.88967,3.57085,1,1,0,-0.514089,-0.23451,-0.0993532,2.33609,0.659791,0.777715,-1.17364,0.119667,0.457507,-0.0131376,1.2139,1.53845,1
s437,0.428436,0.183558,0,1,0,-0.470487,0.940102,1.50666,0.903387,0.318833,-0.653689,-0.975572,-0.0248179,-0.963807,-1.19748,-0.942363,-0.422819,0
s438,1.44778,2.09607,0,0,1,0.762293,0.93092,0.453111,0.572036,-0.798858,1.17337,-0.367055,-0.855019,1.46813,0.16719,-1.23493,-0.854278,0
s439,0.113868,0.0129659,0,0,1,1.73768,0.720394,-0.027121,0.368527,-0.444723,1.27139,-0.450908,-0.854353,-0.200446,0.581574,2.01783,-0.409509,0
s440,1.25172,1.56679,0,0,0,-1.17928,1.21311,0.00751172,1.12279,-0.174302,0.10448,1.065,-0.894726,-0.0666345,0.23173,-1.95279,-0.336895,0
s441,1.30358,1.69931,1,0,0,1.01274,0.964287,1.02263,0.332891,0.0155052,1.46001,0.317241,-1.16415,0.840465,1.20607,0.156149,-0.336367,1
s442,0.352317,0.124127,0,0,1,-1.24708,-0.829921,-0.29907,0.0856891,-1.19678,-1.51121,-0.859082,1.81258,-0.337152,-1.06572,1.01513,1.45066,1
s443,1.12245,1.25989,1,1,0,0.275901,-1.17746,0.373576,-1.85837,-1.62513,-1.20645,-1.8497,-1.01105,0.356579,-0.961823,-0.958876,-0.741765,0
s444,-0.784192,0.614957,0,0,0,-0.773551,0.0868811,0.506485,-0.794967,-0.0560778,0.299513,-0.613845,0.0377532,-1.45855,-0.413472,-1.07335,1.3684,1
s445,-2.12821,4.52928,1,0,1,-0.161623,-0.457414,0.536334,1.76876,0.298813,1.15265,0.787408,-0.924955,-0.831475,-0.370164,0.437453,-0.81252,0
s446,-0.642984,0.413429,1,0,1,-0.976418,-2.08843,0.407994,0.204642,-0.859537,-0.949557,-0.423135,-0.172158,1.29531,-0.338503,-0.933437,-0.185707,0
s447,-0.574536,0.330092,0,0,1,0.786061,0.953487,-0.661817,0.0488998,-0.912253,0.0295725,1.54552,-1.11567,1.66985,-0.553441,1.58101,-1.33637,0
s448,-0.768584,0.590721,0,1,0,0.215785,-0.0167317,-0.629966,-0.906743,-0.85335,-0.186198,-1.06038,0.949347,0.403881,0.574669,-1.23408,-0.169348,0
s449,-0.097166,0.00944123,0,0,1,0.488604,0.059817,0.495192,-0.999391,-0.227839,0.148286,-0.951485,0.428498,0.958842,-0.73732,0.266535,0.186758,1
s450,0.680866,0.463579,1,0,0,-0.54011,-0.174311,-0.135419,-0.187178,-1.36518,-1.43641,-1.0865,-0.965925,-0.800473,-0.445917,-0.41925,-1.03384,1
s451,-1.45619,2.1205,0,0,1,0.0266524,1.36337,-1.50527,-1.52923,-1.63166,-2.89775,-0.198151,-0.312044,0.96584,0.791735,0.234592,0.493271,0
s452,-0.165046,0.0272401,1,0,1,-1.01006,-0.862176,0.210721,0.495803,0.16989,0.117638,-0.0407485,1.22697,0.544068,0.2916,-0.28052,-0.190948,1
s453,-0.153819,0.0236604,0,1,0,0.51768,0.590557,-1.08436,-1.60723,0.655553,1.54929,0.877056,1.20665,-0.736148,-1.52721,1.23898,0.277731,1
s454,-0.894193,0.79958,0,0,1,0.602385,0.040348,0.421889,1.27018,-0.484212,-0.389806,-2.04429,-1.58086,-0.556257,-0.29446,0.0322759,-1.40121,1
s455,0.189939,0.0360768,0,1,0,1.009,0.237087,-1.26475,1.34111,-0.466888,-0.704165,1.61361,-0.258761,0.20948,-2.21638,-0.259665,-0.544328,0
s456,1.16512,1.3575,1,0,1,-0.434495,0.41156,-0.68124,-1.81485,-0.0103108,0.755047,1.51697,-1.34979,-0.335718,-0.451026,0.534555,1.45639,0
s457,-0.811028,0.657766,1,0,0,0.853013,0.484527,1.47442,-1.16669,0.366218,-1.94472,-1.25099,0.622524,0.271604,-0.207752,-2.21548,0.840859,0
s458,-0.00239528,5.73737e-06,1,0,0,-0.559211,0.317947,-0.369111,-0.517298,1.41132,2.01546,-0.128219,-0.707964,0.975045,-1.74108,0.281824,0.864939,0
s459,-0.613953,0.376939,1,0,0,0.733739,-0.289197,1.92302,1.22957,0.317045,1.17753,-1.53727,-0.953173,-0.170384,0.175634,-0.756348,0.54334,1
s460,0.695622,0.483891,1,0,0,-0.456448,-0.785277,0.496451,0.0673961,-0.449075,2.04757,0.293509,0.482697,-0.107813,-0.950819,-1.14468,-0.718586,0
s461,-0.483928,0.234187,0,1,0,-1.10661,-0.735547,-1.88155,1.70901,-0.74887,-1.11013,1.3144,-0.278526,-1.18563,1.93337,-0.558895,0.210468,0
s462,-0.537037,0.288408,0,0,1,-1.14354,-0.599436,-0.966749,-0.298696,1.49095,-0.265111,-0.517916,0.923658,0.659256,-0.638104,-1.41671,-0.630992,0
s463,0.494572,0.244602,0,0,0,-0.245615,-1.33235,-1.71247,-0.416441,-0.857236,0.870798,-0.314795,-0.820136,2.78216,-0.594771,0.029501,1.73456,0
s464,-1.08578,1.17891,0,0,0,-0.887268,0.850082,-0.0948423,0.541993,-0.0500478,1.2359,0.972229,-0.167957,0.226934,0.209859,1.08315,-1.03319,1
s465,1.24403,1.54762,0,0,0,1.18452,0.457621,-0.123994,-0.891672,-0.710999,-0.235946,-0.0470863,1.97064,-0.927308,-0.0526318,1.40025,1.27665,0
s466,-1.44112,2.07681,0,0,1,-0.459876,-1.1389,0.313595,1.9408,-1.83795,-0.381902,-0.146206,1.9271,0.886943,-1.7428,0.147616,0.575528,0
s467,-0.295421,0.0872738,1,1,0,0.0849015,-0.36826,-0.509848,0.173358,-1.62312,-0.178985,-0.0813811,0.058716,0.00785868,1.92089,-0.328918,1.47823,0
s468,0.157762,0.0248889,1,1,0,0.752026,-1.21936,-0.799179,0.795441,0.11751,2.0619,1.7032,0.155346,-0.673027,0.618438,0.188099,1.34865,0
s469,0.852896,0.727432,0,0,1,1.31358,0.827648,0.725432,0.695807,0.0517046,-0.0333738,-0.761011,0.29395,-0.859672,1.80581,-1.41042,-0.438471,0
s470,0.665026,0.44226,0,0,1,-0.0225671,-0.182182,-0.728914,1.0583,-0.497966,0.209927,3.00022,0.653896,-0.278633,1.7081,-0.00244142,-1.83728,1
s471,0.382944,0.146646,0,0,0,0.131061,0.611217,0.00658944,-0.557353,1.61451,-1.07323,-0.232667,0.146311,0.503999,0.667534,1.20139,-0.547385,1
s472,0.566747,0.321202,1,0,0,-0.270095,0.635544,-2.45846,0.334962,0.398863,-0.300152,-1.84433,0.806781,0.72269,0.364499,-1.51485,-2.04905,0
s473,-0.232723,0.0541602,1,0,0,0.502202,-0.281726,-1.8022,-0.754429,0.436636,-0.741772,-0.6863,0.639289,-0.528286,0.432851,-1.49092,0.498731,0
s474,0.660741,0.436578,0,1,0,-0.944581,1.93936,-0.0487882,0.274917,-0.82143,0.827637,-0.795577,0.84843,2.49514,-1.62068,-1.85085,1.07701,0
s475,-1.09487,1.19875,0,1,0,-0.148243,-1.37553,-0.282705,-0.485363,-0.197351,-0.677865,-1.04817,-0.539789,-0.605747,-1.33287,0.378742,-0.368016,1
s476,-0.147846,0.0218585,1,0,1,0.44949,-1.15745,0.753014,1.33565,-0.54791,0.436958,-0.5027,-0.0641554,0.541889,1.12546,1.17938,1.26528,0
s477,-0.525515,0.276166,0,0,1,0.448257,0.374054,-0.0852078,0.318838,0.323827,0.668724,0.0472021,0.675225,0.597615,-0.991441,-0.107515,0.308329,0
s478,2.07754,4.31618,1,0,1,-0.950117,1.30183,-0.764442,0.34652,0.883118,0.645949,-1.21595,-0.402679,0.419964,0.832084,0.325802,2.38786,0
s479,0.651059,0.423877,1,1,0,2.0341,-0.165735,0.872796,-1.35739,0.366429,0.891623,-0.810905,0.455769,-0.0520833,-0.401969,-1.18908,-0.0191266,0
s480,0.703391,0.494759,1,1,0,-1.66816,-0.592881,-1.09517,0.358456,0.376983,-0.71943,-0.715517,1.43314,-1.16444,0.203469,0.464962,-1.3268,0
s481,-0.289795,0.083981,0,0,0,-0.417633,-0.621486,-0.507436,-0.5249,-0.296119,0.532496,-1.41342,-0.0473739,-1.49167,-0.466637,0.423168,1.2352,0
s482,-0.171364,0.0293658,1,0,0,-1.14984,0.015505,0.596399,0.0160876,-0.406333,-1.76408,0.512028,1.71975,0.0139231,-0.33545,-1.40545,0.644972,0
s483,0.878517,0.771793,1,0,0,0.709376,-0.191228,-0.455567,-1.26176,1.97841,-0.660621,1.1238,-0.00634713,-0.257004,0.863498,1.47833,-0.614476,1
s484,0.611021,0.373347,0,1,0,0.0615071,-0.279509,-0.752761,-0.428632,-0.455324,-0.506459,0.258827,-0.342233,-2.38594,-1.10074,-0.457818,0.922078,1
s485,0.274955,0.0756004,0,1,0,0.702538,-2.04641,-0.678674,-2.39196,0.346332,-0.632463,-1.04526,0.471638,0.190171,-1.01373,0.486722,0.305116,0
s486,1.06153,1.12685,0,0,0,1.0852,0.240919,-1.64165,-0.373196,-1.1866,0.24113,0.915264,-0.917978,1.10483,-0.994876,0.365107,-0.128291,0
s487,-0.426404,0.18182,1,0,1,-0.193495,1.10758,-1.5329,-0.467873,0.687332,0.287069,-1.76585,-0.630368,-0.0866048,0.110221,0.195841,-2.03735,1
s488,0.805914,0.649497,1,0,1,-0.393584,0.89736,-0.637525,-0.408619,-0.995344,1.34197,0.267068,0.134745,-2.14694,-0.0894581,1.15712,-0.012085,1
s489,0.272027,0.0739985,1,1,0,-0.332257,-0.130918,-0.14131,0.865869,0.0700039,0.376248,-0.177225,-0.268335,0.983891,-0.111089,0.561006,1.42701,1
s490,-0.927716,0.860658,0,0,1,-0.529208,-0.138121,0.151653,-0.0371188,-0.757828,-0.44608,-0.547911,-0.174408,0.180641,1.36826,-0.117847,-2.64647,0
s491,-0.332728,0.110708,1,1,0,0.374288,1.64889,-0.553287,0.110165,0.0558439,0.382932,-0.253768,-0.771718,0.134622,1.90046,-1.26487,0.135456,0
s492,-1.03933,1.08021,0,0,0,-0.469637,0.222136,1.48611,-0.667948,-0.0555974,-0.808688,-2.56274,1.5748,0.270839,0.205768,-0.960022,-1.1779,1
s493,-3.0879,9.53511,0,0,0,0.752697,-1.21966,-1.41479,0.506442,0.969101,-1.05853,1.24073,0.930826,-0.617399,2.50162,-1.32268,-0.23091,0
s494,1.13318,1.2841,1,0,0,0.0238209,-1.87094,-0.482459,-0.190267,0.422272,0.320714,-0.0513928,0.00412509,-0.0868477,0.408229,-0.623404,1.47874,0
s495,-0.0311652,0.000971269,0,1,0,0.446475,-0.247055,-0.853275,-0.581975,-1.23884,-0.15125,-0.713943,1.50954,-0.425217,0.946643,1.50927,-0.19971,0
s496,0.951355,0.905077,0,0,1,-1.75079,0.286714,0.331384,0.671638,-1.34567,-0.194989,1.01485,-1.36191,0.33667,1.97294,-2.00506,-0.621114,0
s497,1.3234,1.7514,1,1,0,1.78015,0.388658,0.808283,2.31387,-2.65584,-0.992208,-0.337459,-1.84382,-0.37734,-0.176905,-0.317432,1.17976,0
s498,0.316055,0.0998907,1,0,0,-0.325484,-0.903148,0.36853,1.70842,-0.471512,0.401419,-0.308217,1.74541,0.722064,0.551993,-0.0671975,-0.241292,0
s499,-0.464963,0.21619,0,0,1,0.855906,-2.29879,-1.58041,-0.566994,0.967681,-0.81775,2.04398,-0.0229452,-0.44591,-1.48372,-2.17183,-0.608793,0
s500,0.466136,0.217283,1,1,0,-0.333302,0.748154,0.516717,-2.43481,0.954127,-0.537959,-1.6263,0.139143,-0.178707,-0.170493,0.503521,-0.550408,1
s501,0.631568,0.398878,0,0,1,-1.00868,-0.102478,0.232608,0.670273,-0.469695,0.846943,0.0793578,0.165022,0.245344,-0.428643,-1.03293,0.453837,0
s502,1.02671,1.05414,1,0,0,-0.368128,0.467989,-0.329449,-0.995071,0.252156,-0.50386,0.717999,2.19984,1.23835,0.586522,-0.290979,-0.291698,1
s503,-1.52184,2.31599,0,0,0,-0.543818,-0.747306,0.269154,1.67058,-1.02474,-0.00960592,0.412239,-0.181975,0.708478,-0.0811901,0.0164409,0.388106,1
s504,-2.52521,6.3767,1,1,0,-0.238467,0.60339,0.512729,0.451725,0.462687,0.60557,-0.583297,1.20136,0.148492,0.558308,0.818346,1.19901,0
s505,1.2926,1.67081,0,0,0,-0.122497,1.45002,0.501188,-0.550804,1.29797,-1.49742,2.40037,-0.257399,-1.50466,0.121974,-0.62939,1.29479,0
s506,0.810726,0.657277,1,0,1,0.527644,-1.05942,0.306153,-1.19077,-0.139531,0.0860421,1.8656,-0.846907,-0.83752,-0.271957,2.06186,-2.64747,1
s507,1.18951,1.41494,1,1,0,-0.275892,-0.0711379,-2.46476,0.564478,0.148827,-1.06978,-1.07817,-0.839137,2.19815,-0.597542,-0.00630875,-0.978243,0
s508,1.06794,1.1405,1,0,0,-1.29587,1.36366,0.785761,-0.0616424,-1.04887,0.125544,1.31246,-1.41588,0.698535,-0.560934,-0.68095,-0.907124,0
s509,0.672858,0.452738,0,1,0,0.269175,-1.48793,0.544317,1.62254,0.433191,0.874346,-1.81919,-0.833859,-0.384682,0.490495,2.18957,1.76961,1
